2024-11-03 09:35:48,889 - 0,Miscellaneous,15313
2024-11-03 09:35:49,388 - 0,Miscellaneous,15312
2024-11-03 09:35:52,198 - 0,Miscellaneous,52647
2024-11-03 09:35:52,749 - 0,Miscellaneous,52654
2024-11-03 09:35:53,250 - 0,Miscellaneous,52648
2024-11-03 09:35:53,754 - 0,Miscellaneous,52650
2024-11-03 09:35:54,252 - 0,Miscellaneous,52646
2024-11-03 09:35:54,754 - 0,Miscellaneous,52651
2024-11-03 09:35:55,304 - 0,Miscellaneous,52653
2024-11-03 09:35:55,861 - 0,Miscellaneous,57675
2024-11-03 09:35:57,460 - 0,Miscellaneous,57679
2024-11-03 09:35:57,959 - 0,Miscellaneous,57683
2024-11-03 09:35:58,512 - 0,Miscellaneous,57677
2024-11-03 09:36:02,432 - 0,Miscellaneous,55596
2024-11-03 09:36:02,987 - 0,Miscellaneous,55600
2024-11-03 09:36:03,536 - 0,Miscellaneous,51094
2024-11-03 09:36:04,089 - 0,Miscellaneous,55636
2024-11-03 09:36:04,639 - 0,Miscellaneous,54725
2024-11-03 09:36:05,143 - 0,Miscellaneous,53448
2024-11-03 09:36:05,702 - 0,Miscellaneous,43712
2024-11-03 09:36:06,241 - 0,Miscellaneous,48884
2024-11-03 09:36:07,901 - 0,Miscellaneous,958
2024-11-03 09:36:08,451 - 0,Miscellaneous,2391
2024-11-03 09:36:08,951 - 0,Miscellaneous,12129
2024-11-03 09:36:12,260 - 0,Miscellaneous,52809
2024-11-03 09:36:12,811 - 0,Miscellaneous,40033
2024-11-03 09:36:17,334 - 0,Miscellaneous,48077
2024-11-03 09:36:17,833 - 0,Miscellaneous,48103
2024-11-03 09:36:18,386 - 0,Miscellaneous,39816
2024-11-03 09:36:18,939 - 0,Miscellaneous,57528
2024-11-03 09:36:19,491 - 0,Miscellaneous,56856
2024-11-03 09:36:20,046 - 0,Miscellaneous,12572
2024-11-03 09:36:20,602 - 0,Miscellaneous,32818
2024-11-03 09:36:21,151 - 0,Miscellaneous,41179
2024-11-03 09:36:22,807 - 0,Miscellaneous,37876
2024-11-03 09:36:23,308 - 0,Miscellaneous,55599
2024-11-03 09:36:23,859 - 0,Miscellaneous,38017
2024-11-03 09:36:27,171 - 0,Miscellaneous,35148
2024-11-03 09:36:27,817 - 0,Miscellaneous,43947
2024-11-03 09:36:28,317 - 0,Miscellaneous,35317
2024-11-03 09:36:28,867 - 0,Miscellaneous,57521
2024-11-03 09:36:29,419 - 0,Miscellaneous,51708
2024-11-03 09:36:29,923 - 0,Miscellaneous,51724
2024-11-03 09:36:30,473 - 0,Miscellaneous,40264
2024-11-03 09:36:31,024 - 0,Miscellaneous,42436
2024-11-03 09:36:32,675 - 0,Miscellaneous,48529
2024-11-03 09:36:33,225 - 0,Miscellaneous,48524
2024-11-03 09:36:33,781 - 0,Miscellaneous,48530
2024-11-03 09:36:37,100 - 0,Miscellaneous,40968
2024-11-03 09:36:37,648 - 0,Miscellaneous,54897
2024-11-03 09:36:38,199 - 0,Miscellaneous,53315
2024-11-03 09:36:38,756 - 0,Miscellaneous,53918
2024-11-03 09:36:39,301 - 0,Miscellaneous,56878
2024-11-03 09:36:39,854 - 0,Miscellaneous,56880
2024-11-03 09:36:40,403 - 0,Miscellaneous,41593
2024-11-03 09:36:40,953 - 0,Miscellaneous,41595
2024-11-03 09:36:42,556 - 0,Miscellaneous,41592
2024-11-03 09:36:43,059 - 0,Miscellaneous,41594
2024-11-03 09:36:43,617 - 0,Miscellaneous,40959
2024-11-03 09:36:46,971 - 0,Miscellaneous,30093
2024-11-03 09:36:47,526 - 0,Miscellaneous,30100
2024-11-03 09:36:48,032 - 0,Miscellaneous,52495
2024-11-03 09:36:48,529 - 0,Miscellaneous,35781
2024-11-03 09:36:49,081 - 0,Miscellaneous,48778
2024-11-03 09:36:49,629 - 0,Miscellaneous,35075
2024-11-03 09:36:50,180 - 0,Miscellaneous,47672
2024-11-03 09:36:50,733 - 0,Miscellaneous,47667
2024-11-03 09:36:51,282 - 0,Miscellaneous,14616
2024-11-03 09:36:52,890 - 0,Miscellaneous,40032
2024-11-03 09:36:53,438 - 0,Miscellaneous,36207
2024-11-03 09:36:57,151 - 0,Miscellaneous,50880
2024-11-03 09:36:57,701 - 0,Miscellaneous,50795
2024-11-03 09:36:58,253 - 0,Miscellaneous,49069
2024-11-03 09:36:58,805 - 0,Miscellaneous,49067
2024-11-03 09:36:59,304 - 0,Miscellaneous,49065
2024-11-03 09:36:59,856 - 0,Miscellaneous,49063
2024-11-03 09:37:00,409 - 0,Miscellaneous,49101
2024-11-03 09:37:00,964 - 0,Miscellaneous,49099
2024-11-03 09:37:02,614 - 0,Miscellaneous,49095
2024-11-03 09:37:03,170 - 0,Miscellaneous,55597
2024-11-03 09:37:03,714 - 0,Miscellaneous,55631
2024-11-03 09:37:07,553 - 0,Miscellaneous,41726
2024-11-03 09:37:08,103 - 0,Miscellaneous,41723
2024-11-03 09:37:08,655 - 0,Miscellaneous,41725
2024-11-03 09:37:09,209 - 0,Miscellaneous,41721
2024-11-03 09:37:09,763 - 0,Miscellaneous,41724
2024-11-03 09:37:10,363 - 0,Miscellaneous,42782
2024-11-03 09:37:10,915 - 0,Miscellaneous,33505
2024-11-03 09:37:12,576 - 0,Miscellaneous,41900
2024-11-03 09:37:13,128 - 0,Miscellaneous,41896
2024-11-03 09:37:13,681 - 0,Miscellaneous,40977
2024-11-03 09:37:16,991 - 0,Miscellaneous,55629
2024-11-03 09:37:17,541 - 0,Miscellaneous,6157
2024-11-03 09:37:18,041 - 0,Miscellaneous,6159
2024-11-03 09:37:18,597 - 0,Miscellaneous,6161
2024-11-03 09:37:19,099 - 0,Miscellaneous,54676
2024-11-03 09:37:19,649 - 0,Miscellaneous,43586
2024-11-03 09:37:20,201 - 0,Miscellaneous,54416
2024-11-03 09:37:20,702 - 0,Miscellaneous,52807
2024-11-03 09:37:21,255 - 0,Miscellaneous,52312
2024-11-03 09:37:22,823 - 0,Miscellaneous,41914
2024-11-03 09:37:23,373 - 0,Miscellaneous,41912
2024-11-03 09:37:27,286 - 0,Miscellaneous,30079
2024-11-03 09:37:27,837 - 0,Miscellaneous,30078
2024-11-03 09:37:28,339 - 0,Miscellaneous,50413
2024-11-03 09:37:28,890 - 0,Miscellaneous,50411
2024-11-03 09:37:29,442 - 0,Miscellaneous,56801
2024-11-03 09:37:29,995 - 0,Miscellaneous,44149
2024-11-03 09:37:30,552 - 0,Miscellaneous,44151
2024-11-03 09:37:31,048 - 0,Miscellaneous,47358
2024-11-03 09:37:32,702 - 0,Miscellaneous,47355
2024-11-03 09:37:33,204 - 0,Miscellaneous,44148
2024-11-03 09:37:33,757 - 0,Miscellaneous,56778
2024-11-03 09:37:37,173 - 0,Miscellaneous,57618
2024-11-03 09:37:37,721 - 0,Miscellaneous,40263
2024-11-03 09:37:38,273 - 0,Miscellaneous,56796
2024-11-03 09:37:38,779 - 0,Miscellaneous,55980
2024-11-03 09:37:39,374 - 0,Miscellaneous,55978
2024-11-03 09:37:39,931 - 0,Miscellaneous,1460
2024-11-03 09:37:40,431 - 0,Miscellaneous,5551
2024-11-03 09:37:40,982 - 0,Miscellaneous,54938
2024-11-03 09:37:42,640 - 0,Miscellaneous,29317
2024-11-03 09:37:43,189 - 0,Miscellaneous,54696
2024-11-03 09:37:43,744 - 0,Miscellaneous,30057
2024-11-03 09:37:47,102 - 0,Miscellaneous,50783
2024-11-03 09:37:47,654 - 0,Miscellaneous,15307
2024-11-03 09:37:48,159 - 0,Miscellaneous,15306
2024-11-03 09:37:48,711 - 0,Miscellaneous,15305
2024-11-03 09:37:49,258 - 0,Miscellaneous,15304
2024-11-03 09:37:49,761 - 0,Miscellaneous,23489
2024-11-03 09:37:50,309 - 0,Miscellaneous,52350
2024-11-03 09:37:50,865 - 0,Miscellaneous,52398
2024-11-03 09:37:52,474 - 0,Miscellaneous,48001
2024-11-03 09:37:53,025 - 0,Miscellaneous,35069
2024-11-03 09:37:53,529 - 0,Miscellaneous,38035
2024-11-03 09:37:57,395 - 0,Miscellaneous,48347
2024-11-03 09:38:02,419 - 0,Miscellaneous,12115
2024-11-03 09:38:03,024 - 0,Miscellaneous,30109
2024-11-03 09:38:03,567 - 0,Miscellaneous,30110
2024-11-03 09:38:04,117 - 0,Miscellaneous,53404
2024-11-03 09:38:04,669 - 0,Miscellaneous,53406
2024-11-03 09:38:05,223 - 0,Miscellaneous,53408
2024-11-03 09:38:05,781 - 0,Miscellaneous,53410
2024-11-03 09:38:07,385 - 0,Miscellaneous,50419
2024-11-03 09:38:07,935 - 0,Miscellaneous,30099
2024-11-03 09:38:08,436 - 0,Miscellaneous,40039
2024-11-03 09:38:08,987 - 0,Miscellaneous,42422
2024-11-03 18:47:12,870 - 3,Bolts,9340
2024-11-03 18:47:47,619 - 3,Bolts,41674
2024-11-03 18:48:22,590 - 3,Bolts,41627
2024-11-03 18:48:41,257 - 3,Bolts,9338
2024-11-03 18:50:45,992 - 3,Bolts,9342
2024-11-03 18:52:47,761 - 3,Bolts,41628
2024-11-03 18:53:22,518 - 3,Bolts,9339
2024-11-03 18:53:41,284 - 3,Bolts,9242
2024-11-03 18:54:12,928 - 3,Bolts,41624
2024-11-03 18:57:21,570 - 3,Bolts,9240
2024-11-03 18:57:51,826 - 5,Construction products,8570
2024-11-03 18:59:32,370 - 5,Construction products,8588
2024-11-03 19:00:26,204 - 4,Construction materials,54868
2024-11-03 19:02:06,171 - 5,Construction products,9858
2024-11-03 19:02:37,663 - 5,Construction products,8578
2024-11-03 19:04:46,301 - 4,Construction materials,54456
2024-11-03 19:05:47,674 - 5,Construction products,8582
2024-11-03 19:06:22,487 - 5,Construction products,8616
2024-11-03 19:07:01,943 - 5,Construction products,9854
2024-11-03 19:07:56,011 - 5,Construction products,8618
2024-11-03 19:08:46,874 - 5,Construction products,8562
2024-11-03 19:10:22,000 - 6,Cooking ingredients,6008
2024-11-03 19:12:21,697 - 6,Cooking ingredients,3367
2024-11-03 19:12:51,382 - 5,Construction products,8498
2024-11-03 19:14:07,464 - 6,Cooking ingredients,47429
2024-11-03 19:15:38,613 - 6,Cooking ingredients,2122
2024-11-03 19:16:48,038 - 6,Cooking ingredients,1997
2024-11-03 19:17:36,131 - 6,Cooking ingredients,34732
2024-11-03 19:18:43,005 - 6,Cooking ingredients,2104
2024-11-03 19:19:18,087 - 6,Cooking ingredients,2130
2024-11-03 19:19:52,849 - 6,Cooking ingredients,2110
2024-11-03 19:20:11,808 - 6,Cooking ingredients,47948
2024-11-03 19:21:42,657 - 6,Cooking ingredients,7212
2024-11-03 19:22:17,281 - 6,Cooking ingredients,2876
2024-11-03 19:23:21,199 - 6,Cooking ingredients,7176
2024-11-03 19:24:41,707 - 6,Cooking ingredients,47964
2024-11-03 19:25:27,192 - 6,Cooking ingredients,2132
2024-11-03 19:25:46,196 - 6,Cooking ingredients,47972
2024-11-03 19:26:32,454 - 6,Cooking ingredients,10138
2024-11-03 19:30:47,996 - 6,Cooking ingredients,7230
2024-11-03 19:32:26,249 - 6,Cooking ingredients,5986
2024-11-03 19:32:41,938 - 6,Cooking ingredients,39887
2024-11-03 19:33:06,807 - 6,Cooking ingredients,10816
2024-11-03 19:34:02,980 - 6,Cooking ingredients,7230
2024-11-03 19:36:01,586 - 6,Cooking ingredients,2317
2024-11-03 19:37:51,283 - 6,Cooking ingredients,6002
2024-11-03 19:39:56,611 - 7,Costumes,2934
2024-11-03 19:40:41,833 - 7,Costumes,1027
2024-11-03 19:43:16,661 - 7,Costumes,34936
2024-11-03 19:43:46,092 - 7,Costumes,662
2024-11-03 19:44:21,799 - 7,Costumes,28597
2024-11-03 19:44:51,640 - 7,Costumes,9640
2024-11-03 19:47:26,863 - 7,Costumes,50469
2024-11-03 19:47:56,611 - 7,Costumes,6388
2024-11-03 19:49:11,766 - 7,Costumes,19350
2024-11-03 19:50:06,605 - 7,Costumes,19352
2024-11-03 19:54:11,194 - 7,Costumes,3777
2024-11-03 19:54:56,852 - 7,Costumes,3799
2024-11-03 19:55:41,163 - 7,Costumes,10075
2024-11-03 19:57:41,556 - 7,Costumes,7323
2024-11-03 19:58:11,299 - 7,Costumes,52748
2024-11-03 19:58:56,630 - 7,Costumes,10434
2024-11-03 19:59:58,165 - 7,Costumes,2920
2024-11-03 20:00:45,905 - 7,Costumes,4302
2024-11-03 20:01:01,254 - 7,Costumes,19299
2024-11-03 20:01:31,509 - 7,Costumes,12207
2024-11-03 20:02:11,821 - 7,Costumes,33628
2024-11-03 20:02:41,728 - 7,Costumes,6402
2024-11-03 20:03:10,984 - 7,Costumes,19305
2024-11-03 20:04:06,847 - 7,Costumes,6404
2024-11-03 20:08:16,671 - 7,Costumes,13364
2024-11-03 20:11:06,639 - 7,Costumes,10436
2024-11-03 20:11:36,272 - 7,Costumes,56222
2024-11-03 20:12:07,980 - 7,Costumes,7319
2024-11-03 20:12:55,869 - 7,Costumes,10404
2024-11-03 20:13:31,451 - 7,Costumes,1057
2024-11-03 20:14:32,981 - 7,Costumes,15505
2024-11-03 20:16:51,874 - 7,Costumes,1050
2024-11-03 20:18:06,136 - 7,Costumes,5042
2024-11-03 20:20:06,703 - 7,Costumes,41961
2024-11-03 20:21:21,606 - 7,Costumes,2639
2024-11-03 20:22:47,968 - 7,Costumes,4343
2024-11-03 20:23:41,830 - 7,Costumes,4377
2024-11-03 20:25:58,159 - 7,Costumes,4399
2024-11-03 20:26:46,774 - 7,Costumes,4405
2024-11-03 20:27:32,298 - 7,Costumes,4413
2024-11-03 20:28:22,994 - 7,Costumes,6371
2024-11-03 20:28:58,096 - 7,Costumes,5038
2024-11-03 20:29:32,905 - 7,Costumes,654
2024-11-03 20:29:51,721 - 7,Costumes,664
2024-11-03 20:30:21,230 - 7,Costumes,6359
2024-11-03 20:30:51,133 - 7,Costumes,6355
2024-11-03 20:31:07,894 - 7,Costumes,6379
2024-11-03 20:32:01,720 - 7,Costumes,6349
2024-11-03 20:34:17,441 - 7,Costumes,56318
2024-11-03 20:35:21,856 - 7,Costumes,5026
2024-11-03 20:35:51,457 - 7,Costumes,52987
2024-11-03 20:37:12,517 - 8,Crafting materials,43164
2024-11-03 20:37:57,568 - 8,Crafting materials,2509
2024-11-03 20:39:25,843 - 8,Crafting materials,3359
2024-11-03 20:40:06,242 - 8,Crafting materials,1767
2024-11-03 20:40:41,893 - 8,Crafting materials,1794
2024-11-03 20:41:11,820 - 8,Crafting materials,1783
2024-11-03 20:41:46,828 - 8,Crafting materials,25551
2024-11-03 20:42:16,756 - 8,Crafting materials,52254
2024-11-03 20:42:46,657 - 8,Crafting materials,37021
2024-11-03 20:43:56,822 - 8,Crafting materials,39573
2024-11-03 20:44:42,366 - 8,Crafting materials,53334
2024-11-03 20:46:11,164 - 8,Crafting materials,51776
2024-11-03 20:46:56,302 - 8,Crafting materials,22451
2024-11-03 20:49:01,529 - 8,Crafting materials,6038
2024-11-03 20:49:47,317 - 8,Crafting materials,41223
2024-11-03 20:51:11,024 - 8,Crafting materials,1769
2024-11-03 20:51:46,854 - 8,Crafting materials,413
2024-11-03 20:52:41,490 - 8,Crafting materials,50345
2024-11-03 20:53:10,968 - 8,Crafting materials,1749
2024-11-03 20:54:56,163 - 8,Crafting materials,24374
2024-11-03 20:55:12,587 - 8,Crafting materials,29863
2024-11-03 20:58:26,789 - 8,Crafting materials,53332
2024-11-03 20:59:22,460 - 8,Crafting materials,1627
2024-11-03 21:00:21,574 - 8,Crafting materials,1625
2024-11-03 21:01:16,640 - 8,Crafting materials,56075
2024-11-03 21:01:58,144 - 8,Crafting materials,4438
2024-11-03 21:02:47,937 - 8,Crafting materials,56079
2024-11-03 21:03:22,504 - 9,Familiars,12067
2024-11-03 21:04:45,807 - 9,Familiars,49420
2024-11-03 21:05:26,770 - 9,Familiars,31410
2024-11-03 21:06:27,425 - 9,Familiars,34141
2024-11-03 21:06:46,186 - 9,Familiars,34141
2024-11-03 21:08:08,054 - 9,Familiars,12033
2024-11-03 21:08:26,760 - 9,Familiars,12013
2024-11-03 21:09:27,917 - 9,Familiars,12065
2024-11-03 21:11:21,735 - 9,Familiars,12788
2024-11-03 21:12:46,304 - 9,Familiars,31328
2024-11-03 21:13:31,821 - 9,Familiars,12011
2024-11-03 21:14:10,992 - 9,Familiars,12083
2024-11-03 21:14:27,910 - 9,Familiars,12083
2024-11-03 21:15:02,442 - 9,Familiars,12017
2024-11-03 21:15:21,655 - 9,Familiars,12015
2024-11-03 21:17:32,648 - 9,Familiars,12059
2024-11-03 21:18:22,951 - 9,Familiars,12047
2024-11-03 21:20:52,796 - 9,Familiars,12818
2024-11-03 21:23:07,740 - 10,Farming produce,6010
2024-11-03 21:23:41,192 - 11,Fletching materials,43
2024-11-03 21:24:51,291 - 11,Fletching materials,47506
2024-11-03 21:25:21,830 - 11,Fletching materials,39
2024-11-03 21:26:31,830 - 11,Fletching materials,29729
2024-11-03 21:27:17,324 - 11,Fletching materials,25478
2024-11-03 21:27:36,085 - 11,Fletching materials,11232
2024-11-03 21:28:11,539 - 11,Fletching materials,47554
2024-11-03 21:28:41,079 - 11,Fletching materials,29736
2024-11-03 21:30:32,710 - 11,Fletching materials,31867
2024-11-03 21:31:07,555 - 11,Fletching materials,820
2024-11-03 21:31:26,363 - 11,Fletching materials,820
2024-11-03 21:33:46,406 - 11,Fletching materials,9416
2024-11-03 21:34:15,970 - 11,Fletching materials,9427
2024-11-03 21:35:00,937 - 11,Fletching materials,9194
2024-11-03 21:37:01,567 - 11,Fletching materials,9459
2024-11-03 21:38:02,422 - 11,Fletching materials,9446
2024-11-03 21:38:21,550 - 11,Fletching materials,4825
2024-11-03 21:41:11,545 - 12,Food and Drink,47389
2024-11-03 21:42:13,030 - 12,Food and Drink,5779
2024-11-03 21:42:48,109 - 12,Food and Drink,5386
2024-11-03 21:43:35,884 - 12,Food and Drink,5779
2024-11-03 21:44:56,014 - 12,Food and Drink,5903
2024-11-03 21:45:12,418 - 12,Food and Drink,5865
2024-11-03 21:47:01,015 - 12,Food and Drink,47385
2024-11-03 21:47:32,908 - 12,Food and Drink,2021
2024-11-03 21:48:07,677 - 12,Food and Drink,365
2024-11-03 21:48:42,568 - 12,Food and Drink,5003
2024-11-03 21:49:36,807 - 12,Food and Drink,5478
2024-11-03 21:52:56,747 - 12,Food and Drink,7086
2024-11-03 21:53:42,514 - 12,Food and Drink,5849
2024-11-03 21:54:06,887 - 12,Food and Drink,5923
2024-11-03 21:54:36,838 - 12,Food and Drink,5843
2024-11-03 21:55:06,629 - 12,Food and Drink,7521
2024-11-03 21:55:36,266 - 12,Food and Drink,5927
2024-11-03 21:56:11,858 - 12,Food and Drink,2140
2024-11-03 21:58:32,559 - 12,Food and Drink,5809
2024-11-03 21:59:07,310 - 12,Food and Drink,5887
2024-11-03 21:59:26,272 - 12,Food and Drink,1911
2024-11-03 22:00:41,256 - 12,Food and Drink,5747
2024-11-03 22:01:01,209 - 12,Food and Drink,5853
2024-11-03 22:03:46,491 - 12,Food and Drink,2084
2024-11-03 22:07:01,695 - 12,Food and Drink,7180
2024-11-03 22:08:11,622 - 12,Food and Drink,7200
2024-11-03 22:09:21,772 - 12,Food and Drink,54614
2024-11-03 22:10:52,732 - 12,Food and Drink,379
2024-11-03 22:11:27,462 - 12,Food and Drink,28661
2024-11-03 22:11:46,266 - 12,Food and Drink,5765
2024-11-03 22:12:16,509 - 12,Food and Drink,5799
2024-11-03 22:12:46,461 - 12,Food and Drink,5799
2024-11-03 22:14:46,671 - 12,Food and Drink,5749
2024-11-03 22:15:31,923 - 12,Food and Drink,5895
2024-11-03 22:16:46,074 - 12,Food and Drink,1875
2024-11-03 22:17:36,157 - 12,Food and Drink,47982
2024-11-03 22:18:51,786 - 12,Food and Drink,28677
2024-11-03 22:19:21,480 - 12,Food and Drink,1865
2024-11-03 22:20:31,758 - 12,Food and Drink,31313
2024-11-03 22:21:42,327 - 12,Food and Drink,29257
2024-11-03 22:22:01,634 - 12,Food and Drink,29255
2024-11-03 22:23:01,658 - 12,Food and Drink,6705
2024-11-03 22:24:21,588 - 12,Food and Drink,10136
2024-11-03 22:25:31,279 - 12,Food and Drink,2231
2024-11-03 22:26:11,885 - 12,Food and Drink,42251
2024-11-03 22:26:57,557 - 12,Food and Drink,7078
2024-11-03 22:28:50,927 - 12,Food and Drink,42251
2024-11-03 22:29:36,924 - 12,Food and Drink,54606
2024-11-03 22:29:55,633 - 12,Food and Drink,315
2024-11-03 22:32:53,075 - 12,Food and Drink,333
2024-11-03 22:33:41,810 - 12,Food and Drink,7060
2024-11-03 22:34:06,286 - 12,Food and Drink,54610
2024-11-03 22:35:36,140 - 12,Food and Drink,47405
2024-11-03 22:36:51,067 - 12,Food and Drink,2187
2024-11-03 22:40:02,950 - 12,Food and Drink,2281
2024-11-03 22:40:51,109 - 12,Food and Drink,5982
2024-11-03 22:41:31,550 - 12,Food and Drink,2054
2024-11-03 22:42:01,486 - 13,Herblore materials,2481
2024-11-03 22:45:22,289 - 13,Herblore materials,5976
2024-11-03 22:45:42,059 - 13,Herblore materials,241
2024-11-03 22:46:00,822 - 13,Herblore materials,4458
2024-11-03 22:46:32,670 - 13,Herblore materials,241
2024-11-03 22:47:36,308 - 13,Herblore materials,215
2024-11-03 22:48:06,208 - 13,Herblore materials,9736
2024-11-03 22:49:06,287 - 13,Herblore materials,217
2024-11-03 22:49:36,662 - 13,Herblore materials,3049
2024-11-03 22:50:31,660 - 13,Herblore materials,9594
2024-11-03 22:51:51,771 - 13,Herblore materials,48588
2024-11-03 22:52:46,679 - 13,Herblore materials,7658
2024-11-03 22:54:02,417 - 13,Herblore materials,48582
2024-11-03 22:54:52,990 - 13,Herblore materials,11332
2024-11-03 22:55:30,937 - 13,Herblore materials,225
2024-11-03 22:56:02,833 - 13,Herblore materials,93
2024-11-03 22:56:26,790 - 13,Herblore materials,6018
2024-11-03 22:56:56,280 - 13,Herblore materials,10921
2024-11-03 22:58:41,030 - 13,Herblore materials,231
2024-11-03 22:58:57,793 - 13,Herblore materials,3138
2024-11-03 22:59:36,261 - 13,Herblore materials,48960
2024-11-03 23:00:08,050 - 13,Herblore materials,99
2024-11-03 23:01:17,373 - 13,Herblore materials,3002
2024-11-03 23:02:37,573 - 13,Herblore materials,227
2024-11-03 23:03:12,117 - 14,Hunting equipment,1474
2024-11-03 23:06:36,826 - 14,Hunting equipment,10041
2024-11-03 23:07:37,494 - 15,Hunting Produce,11246
2024-11-03 23:07:56,259 - 14,Hunting equipment,10065
2024-11-03 23:11:28,057 - 15,Hunting Produce,52796
2024-11-03 23:11:46,812 - 15,Hunting Produce,11242
2024-11-03 23:12:30,958 - 15,Hunting Produce,12539
2024-11-03 23:14:11,540 - 15,Hunting Produce,10090
2024-11-03 23:15:41,895 - 16,Jewellery,1478
2024-11-03 23:16:11,738 - 15,Hunting Produce,10020
2024-11-03 23:17:12,844 - 16,Jewellery,10354
2024-11-03 23:19:52,891 - 16,Jewellery,10366
2024-11-03 23:20:40,892 - 16,Jewellery,11126
2024-11-03 23:23:36,688 - 16,Jewellery,1696
2024-11-03 23:25:36,810 - 16,Jewellery,1696
2024-11-03 23:26:36,021 - 16,Jewellery,1635
2024-11-03 23:27:21,097 - 16,Jewellery,11095
2024-11-03 23:28:27,987 - 16,Jewellery,11069
2024-11-03 23:28:46,755 - 16,Jewellery,1654
2024-11-03 23:29:32,432 - 16,Jewellery,39332
2024-11-03 23:29:51,306 - 16,Jewellery,39379
2024-11-03 23:30:52,771 - 16,Jewellery,31865
2024-11-03 23:32:05,963 - 16,Jewellery,39340
2024-11-03 23:33:15,916 - 16,Jewellery,56402
2024-11-03 23:35:16,607 - 16,Jewellery,6583
2024-11-03 23:38:12,916 - 16,Jewellery,25028
2024-11-03 23:39:17,365 - 16,Jewellery,1641
2024-11-03 23:40:15,943 - 16,Jewellery,39346
2024-11-03 23:43:21,909 - 17,Mage armour,25833
2024-11-03 23:45:10,889 - 17,Mage armour,18695
2024-11-03 23:45:43,037 - 17,Mage armour,18691
2024-11-03 23:46:41,828 - 17,Mage armour,20446
2024-11-03 23:48:35,950 - 17,Mage armour,20440
2024-11-03 23:49:11,627 - 17,Mage armour,35400
2024-11-03 23:50:46,284 - 17,Mage armour,4107
2024-11-03 23:51:51,729 - 17,Mage armour,14501
2024-11-03 23:52:21,713 - 17,Mage armour,12892
2024-11-03 23:52:51,637 - 17,Mage armour,4101
