username,skill,experience,level,rank,time_retrieved
xAbhi,Divination,2899756,83,266787,2024-11-15 03:03:56
xAbhi,Invention,65147375,113,135169,2024-11-15 03:03:56
xAbhi,Archaeology,14456915,100,149072,2024-11-15 03:03:56
xAbhi,Necromancy,75454160,116,54558,2024-11-15 03:03:56
lana rey del,Overall,1758059115,2992,65657,2024-11-15 03:03:56
lana rey del,Attack,65916125,115,43418,2024-11-15 03:03:56
lana rey del,Defence,169353635,120,24960,2024-11-15 03:03:56
lana rey del,Strength,19425563,103,123730,2024-11-15 03:03:56
lana rey del,Constitution,200000000,120,23853,2024-11-15 03:03:56
lana rey del,Ranged,157149466,120,21855,2024-11-15 03:03:56
lana rey del,Prayer,14796452,100,132864,2024-11-15 03:03:56
lana rey del,Magic,200000000,120,13006,2024-11-15 03:03:56
lana rey del,Cooking,14392304,100,136223,2024-11-15 03:03:56
lana rey del,Woodcutting,13205655,99,215249,2024-11-15 03:03:56
lana rey del,Fletching,13074624,99,222516,2024-11-15 03:03:56
lana rey del,Fishing,13245930,99,204574,2024-11-15 03:03:56
lana rey del,Firemaking,13282042,99,212849,2024-11-15 03:03:56
lana rey del,Crafting,13459327,99,177264,2024-11-15 03:03:56
lana rey del,Smithing,13169274,99,222610,2024-11-15 03:03:56
lana rey del,Mining,13661294,99,198022,2024-11-15 03:03:56
lana rey del,Herblore,148304632,120,19593,2024-11-15 03:03:56
lana rey del,Agility,13676155,99,168879,2024-11-15 03:03:56
lana rey del,Thieving,13189642,99,185943,2024-11-15 03:03:56
lana rey del,Slayer,115725578,120,42659,2024-11-15 03:03:56
lana rey del,Farming,88352862,118,75353,2024-11-15 03:03:56
lana rey del,Runecrafting,13220652,99,157242,2024-11-15 03:03:56
lana rey del,Hunter,13422390,99,160163,2024-11-15 03:03:56
lana rey del,Construction,13594538,99,159068,2024-11-15 03:03:56
lana rey del,Summoning,13994264,99,125869,2024-11-15 03:03:56
lana rey del,Dungeoneering,14172728,99,170427,2024-11-15 03:03:56
lana rey del,Divination,14038357,99,133306,2024-11-15 03:03:56
lana rey del,Invention,145834065,139,48066,2024-11-15 03:03:56
lana rey del,Archaeology,78847888,117,89453,2024-11-15 03:03:56
lana rey del,Necromancy,137553673,120,20279,2024-11-15 03:03:56
adragonlady,Overall,516937833,2868,132102,2024-11-15 03:03:56
adragonlady,Attack,16064001,101,152781,2024-11-15 03:03:56
adragonlady,Defence,15726739,100,184407,2024-11-15 03:03:56
adragonlady,Strength,17997995,102,134976,2024-11-15 03:03:56
adragonlady,Constitution,24573006,105,193534,2024-11-15 03:03:56
adragonlady,Ranged,23163596,104,122428,2024-11-15 03:03:56
adragonlady,Prayer,15234838,100,120426,2024-11-15 03:03:56
adragonlady,Magic,13140259,99,275202,2024-11-15 03:03:56
adragonlady,Cooking,17547640,102,81347,2024-11-15 03:03:56
adragonlady,Woodcutting,20305160,103,75880,2024-11-15 03:03:56
adragonlady,Fletching,18613090,102,61189,2024-11-15 03:03:56
adragonlady,Fishing,14933065,100,160512,2024-11-15 03:03:56
adragonlady,Firemaking,18181340,102,96087,2024-11-15 03:03:56
adragonlady,Crafting,13748723,99,162516,2024-11-15 03:03:56
adragonlady,Smithing,16714265,101,107693,2024-11-15 03:03:56
adragonlady,Mining,17302408,101,137350,2024-11-15 03:03:56
adragonlady,Herblore,30008546,107,128229,2024-11-15 03:03:56
adragonlady,Agility,16303490,101,111789,2024-11-15 03:03:56
adragonlady,Thieving,15753912,100,116275,2024-11-15 03:03:56
adragonlady,Slayer,17413984,101,169197,2024-11-15 03:03:56
adragonlady,Farming,46465272,111,93290,2024-11-15 03:03:56
adragonlady,Runecrafting,14251401,99,105659,2024-11-15 03:03:56
adragonlady,Hunter,17203576,101,92644,2024-11-15 03:03:56
adragonlady,Construction,16030296,101,102134,2024-11-15 03:03:56
adragonlady,Summoning,13913666,99,129769,2024-11-15 03:03:56
adragonlady,Dungeoneering,15609477,100,155457,2024-11-15 03:03:56
adragonlady,Divination,14456069,100,122818,2024-11-15 03:03:56
adragonlady,Invention,8679129,70,233061,2024-11-15 03:03:56
adragonlady,Archaeology,11729562,97,172539,2024-11-15 03:03:56
adragonlady,Necromancy,15873328,100,113122,2024-11-15 03:03:56
SunnyBadBoy,Overall,4558706724,3040,7302,2024-11-15 03:03:56
SunnyBadBoy,Attack,200000000,120,4331,2024-11-15 03:03:56
SunnyBadBoy,Defence,200000000,120,7199,2024-11-15 03:03:56
SunnyBadBoy,Strength,200000000,120,3711,2024-11-15 03:03:56
SunnyBadBoy,Constitution,200000000,120,8986,2024-11-15 03:03:56
SunnyBadBoy,Ranged,200000000,120,11800,2024-11-15 03:03:56
SunnyBadBoy,Prayer,113942572,120,12996,2024-11-15 03:03:56
SunnyBadBoy,Magic,200000000,120,7481,2024-11-15 03:03:56
SunnyBadBoy,Cooking,114612676,120,10752,2024-11-15 03:03:56
SunnyBadBoy,Woodcutting,130217696,120,10342,2024-11-15 03:03:56
SunnyBadBoy,Fletching,106024791,120,13656,2024-11-15 03:03:56
SunnyBadBoy,Fishing,126636116,120,13986,2024-11-15 03:03:56
SunnyBadBoy,Firemaking,122242537,120,14371,2024-11-15 03:03:56
SunnyBadBoy,Crafting,109463383,120,12986,2024-11-15 03:03:56
SunnyBadBoy,Smithing,116800907,120,11987,2024-11-15 03:03:56
SunnyBadBoy,Mining,154650200,120,12349,2024-11-15 03:03:56
SunnyBadBoy,Herblore,200000000,120,9825,2024-11-15 03:03:56
SunnyBadBoy,Agility,192013221,120,9184,2024-11-15 03:03:56
SunnyBadBoy,Thieving,115816718,120,18827,2024-11-15 03:03:56
SunnyBadBoy,Slayer,200000000,120,5145,2024-11-15 03:03:56
SunnyBadBoy,Farming,200000000,120,9728,2024-11-15 03:03:56
SunnyBadBoy,Runecrafting,137456982,120,9932,2024-11-15 03:03:56
SunnyBadBoy,Hunter,107664886,120,18984,2024-11-15 03:03:56
SunnyBadBoy,Construction,110685706,120,12564,2024-11-15 03:03:56
SunnyBadBoy,Summoning,111255588,120,14552,2024-11-15 03:03:56
SunnyBadBoy,Dungeoneering,200000000,120,12654,2024-11-15 03:03:56
SunnyBadBoy,Divination,112023062,120,12663,2024-11-15 03:03:56
SunnyBadBoy,Invention,200000000,150,24454,2024-11-15 03:03:56
SunnyBadBoy,Archaeology,177199683,120,26144,2024-11-15 03:03:56
SunnyBadBoy,Necromancy,200000000,120,4594,2024-11-15 03:03:56
Inpu,Overall,2774074712,3027,38437,2024-11-15 03:03:56
Inpu,Attack,118315876,120,17829,2024-11-15 03:03:56
Inpu,Defence,200000000,120,15953,2024-11-15 03:03:56
Inpu,Strength,190494484,120,10662,2024-11-15 03:03:56
Inpu,Constitution,200000000,120,12602,2024-11-15 03:03:56
Inpu,Ranged,157508618,120,21802,2024-11-15 03:03:56
Inpu,Prayer,107217843,120,16845,2024-11-15 03:03:56
Inpu,Magic,170964821,120,24637,2024-11-15 03:03:56
Inpu,Cooking,21268358,103,60002,2024-11-15 03:03:56
Inpu,Woodcutting,64860845,115,26753,2024-11-15 03:03:56
Inpu,Fletching,23185148,104,46910,2024-11-15 03:03:56
Inpu,Fishing,115958069,120,17324,2024-11-15 03:03:56
Inpu,Firemaking,18908205,102,91017,2024-11-15 03:03:56
Inpu,Crafting,30536407,107,43947,2024-11-15 03:03:56
Inpu,Smithing,20804172,103,79597,2024-11-15 03:03:56
Inpu,Mining,22029705,104,105118,2024-11-15 03:03:56
Inpu,Herblore,146011644,120,20128,2024-11-15 03:03:56
Inpu,Agility,21747854,104,76169,2024-11-15 03:03:56
Inpu,Thieving,58762548,114,43880,2024-11-15 03:03:56
Inpu,Slayer,171039506,120,19060,2024-11-15 03:03:56
Inpu,Farming,123380211,120,43695,2024-11-15 03:03:56
Inpu,Runecrafting,70767075,116,26946,2024-11-15 03:03:56
Inpu,Hunter,123778513,120,12562,2024-11-15 03:03:56
Inpu,Construction,50922779,112,27995,2024-11-15 03:03:56
Inpu,Summoning,22142506,104,53587,2024-11-15 03:03:56
Inpu,Dungeoneering,116908208,120,35274,2024-11-15 03:03:56
Inpu,Divination,18382612,102,75521,2024-11-15 03:03:56
Inpu,Invention,163037461,143,43092,2024-11-15 03:03:56
Inpu,Archaeology,110854902,120,59530,2024-11-15 03:03:56
Inpu,Necromancy,114286342,120,29520,2024-11-15 03:03:56
Resouler,Overall,1621761494,3000,60831,2024-11-15 03:03:56
Resouler,Attack,15570377,100,159490,2024-11-15 03:03:56
Resouler,Defence,17175541,101,167861,2024-11-15 03:03:56
Resouler,Strength,21936646,104,108118,2024-11-15 03:03:56
Resouler,Constitution,34091637,108,148690,2024-11-15 03:03:56
Resouler,Ranged,13738478,99,214280,2024-11-15 03:03:56
Resouler,Prayer,178528603,120,8031,2024-11-15 03:03:56
Resouler,Magic,47501053,112,77429,2024-11-15 03:03:56
Resouler,Cooking,16386673,101,93311,2024-11-15 03:03:56
Resouler,Woodcutting,25294074,105,57648,2024-11-15 03:03:56
Resouler,Fletching,22985344,104,47300,2024-11-15 03:03:56
Resouler,Fishing,17660960,102,129590,2024-11-15 03:03:56
Resouler,Firemaking,200000000,120,8467,2024-11-15 03:03:56
Resouler,Crafting,48783831,112,30405,2024-11-15 03:03:56
Resouler,Smithing,14852112,100,139904,2024-11-15 03:03:56
Resouler,Mining,56208376,113,44769,2024-11-15 03:03:56
Resouler,Herblore,200000000,120,12904,2024-11-15 03:03:56
Resouler,Agility,120337940,120,15617,2024-11-15 03:03:56
Resouler,Thieving,19034000,102,92347,2024-11-15 03:03:56
Resouler,Slayer,60627851,114,92479,2024-11-15 03:03:56
Resouler,Farming,40395044,110,98380,2024-11-15 03:03:56
Resouler,Runecrafting,21902960,104,52677,2024-11-15 03:03:56
Resouler,Hunter,29725826,107,54751,2024-11-15 03:03:56
Resouler,Construction,17293584,101,86745,2024-11-15 03:03:56
Resouler,Summoning,16100320,101,77532,2024-11-15 03:03:56
Resouler,Dungeoneering,104502210,120,69471,2024-11-15 03:03:56
Resouler,Divination,16062418,101,95480,2024-11-15 03:03:56
Resouler,Invention,129491726,135,54688,2024-11-15 03:03:56
Resouler,Archaeology,78344360,117,89598,2024-11-15 03:03:56
Resouler,Necromancy,37229550,109,76521,2024-11-15 03:03:56
Humans,Overall,313990398,2713,182255,2024-11-15 03:03:56
Humans,Attack,13170156,99,234635,2024-11-15 03:03:56
Humans,Defence,14530289,100,204698,2024-11-15 03:03:56
Humans,Strength,13216407,99,248002,2024-11-15 03:03:56
Humans,Constitution,24687307,105,192824,2024-11-15 03:03:56
Humans,Ranged,13781266,99,212877,2024-11-15 03:03:56
Humans,Prayer,13165236,99,224008,2024-11-15 03:03:56
Humans,Magic,13990140,99,223904,2024-11-15 03:03:56
Humans,Cooking,13824729,99,159410,2024-11-15 03:03:56
Humans,Woodcutting,2675785,83,384365,2024-11-15 03:03:56
Humans,Fletching,10732066,97,246708,2024-11-15 03:03:56
Humans,Fishing,2074573,80,356201,2024-11-15 03:03:56
Humans,Firemaking,13728580,99,180043,2024-11-15 03:03:56
Humans,Crafting,13856386,99,157773,2024-11-15 03:03:56
Humans,Smithing,13170219,99,222517,2024-11-15 03:03:56
Humans,Mining,2038930,80,373714,2024-11-15 03:03:56
Humans,Herblore,13255085,99,234879,2024-11-15 03:03:56
Humans,Agility,13397481,99,181807,2024-11-15 03:03:56
Humans,Thieving,3995310,87,241243,2024-11-15 03:03:56
Humans,Slayer,14020147,99,200174,2024-11-15 03:03:56
Humans,Farming,1994174,80,277725,2024-11-15 03:03:56
Humans,Runecrafting,3626820,86,233736,2024-11-15 03:03:56
Humans,Hunter,2355511,81,269144,2024-11-15 03:03:56
Humans,Construction,8211462,94,210629,2024-11-15 03:03:56
Humans,Summoning,13212026,99,190246,2024-11-15 03:03:56
Humans,Dungeoneering,6761409,92,230569,2024-11-15 03:03:56
Humans,Divination,5160223,89,231731,2024-11-15 03:03:56
Humans,Invention,21084234,87,202344,2024-11-15 03:03:56
Humans,Archaeology,4067668,87,200271,2024-11-15 03:03:56
Humans,Necromancy,24206779,105,93574,2024-11-15 03:03:56
xZV2,Overall,1356479763,2957,86101,2024-11-15 03:03:56
xZV2,Attack,34222582,108,71847,2024-11-15 03:03:56
xZV2,Defence,200000000,120,20909,2024-11-15 03:03:56
xZV2,Strength,34107619,108,70696,2024-11-15 03:03:56
xZV2,Constitution,200000000,120,27588,2024-11-15 03:03:56
xZV2,Ranged,13502947,99,222970,2024-11-15 03:03:56
xZV2,Prayer,13799664,99,174225,2024-11-15 03:03:56
xZV2,Magic,14450302,100,210512,2024-11-15 03:03:56
xZV2,Cooking,14016515,99,150096,2024-11-15 03:03:56
xZV2,Woodcutting,22228813,104,67132,2024-11-15 03:03:56
xZV2,Fletching,13621303,99,151675,2024-11-15 03:03:56
xZV2,Fishing,22301930,104,100479,2024-11-15 03:03:56
xZV2,Firemaking,18230313,102,95685,2024-11-15 03:03:56
xZV2,Crafting,21302946,103,64522,2024-11-15 03:03:56
xZV2,Smithing,15323472,100,129032,2024-11-15 03:03:56
xZV2,Mining,17205591,101,138303,2024-11-15 03:03:56
xZV2,Herblore,43542744,111,112332,2024-11-15 03:03:56
xZV2,Agility,34438511,108,52046,2024-11-15 03:03:56
xZV2,Thieving,14122121,99,144962,2024-11-15 03:03:56
xZV2,Slayer,58086454,114,94166,2024-11-15 03:03:56
xZV2,Farming,25953151,105,117096,2024-11-15 03:03:56
xZV2,Runecrafting,25536374,105,46723,2024-11-15 03:03:56
xZV2,Hunter,16737036,101,96324,2024-11-15 03:03:56
xZV2,Construction,14406575,100,133114,2024-11-15 03:03:56
xZV2,Summoning,13999755,99,125607,2024-11-15 03:03:56
xZV2,Dungeoneering,26891504,106,116349,2024-11-15 03:03:56
xZV2,Divination,13850030,99,139250,2024-11-15 03:03:56
xZV2,Invention,200000000,150,34969,2024-11-15 03:03:56
xZV2,Archaeology,14601511,100,147960,2024-11-15 03:03:56
xZV2,Necromancy,200000000,120,8172,2024-11-15 03:03:56
Just Ate Out,Overall,1153093070,3009,54964,2024-11-15 03:03:56
Just Ate Out,Attack,39896553,110,63287,2024-11-15 03:03:56
Just Ate Out,Defence,106240918,120,42314,2024-11-15 03:03:56
Just Ate Out,Strength,13511575,99,223919,2024-11-15 03:03:56
Just Ate Out,Constitution,46213411,111,117132,2024-11-15 03:03:56
Just Ate Out,Ranged,14965804,100,185938,2024-11-15 03:03:56
Just Ate Out,Prayer,16532911,101,95977,2024-11-15 03:03:56
Just Ate Out,Magic,52206731,113,73050,2024-11-15 03:03:56
Just Ate Out,Cooking,13613164,99,171830,2024-11-15 03:03:56
Just Ate Out,Woodcutting,13699345,99,180776,2024-11-15 03:03:56
Just Ate Out,Fletching,13510903,99,159971,2024-11-15 03:03:56
Just Ate Out,Fishing,15233675,100,155825,2024-11-15 03:03:56
Just Ate Out,Firemaking,13488443,99,195045,2024-11-15 03:03:56
Just Ate Out,Crafting,14822858,100,127220,2024-11-15 03:03:56
Just Ate Out,Smithing,14064168,99,165882,2024-11-15 03:03:56
Just Ate Out,Mining,13843536,99,192595,2024-11-15 03:03:56
Just Ate Out,Herblore,104278194,120,88758,2024-11-15 03:03:56
Just Ate Out,Agility,15356715,100,125305,2024-11-15 03:03:56
Just Ate Out,Thieving,13798981,99,154107,2024-11-15 03:03:56
Just Ate Out,Slayer,97992644,119,75797,2024-11-15 03:03:56
Just Ate Out,Farming,104926434,120,69665,2024-11-15 03:03:56
Just Ate Out,Runecrafting,14533022,100,98675,2024-11-15 03:03:56
Just Ate Out,Hunter,13556638,99,153379,2024-11-15 03:03:56
Just Ate Out,Construction,16227250,101,99362,2024-11-15 03:03:56
Just Ate Out,Summoning,13383009,99,169179,2024-11-15 03:03:56
Just Ate Out,Dungeoneering,104540031,120,68973,2024-11-15 03:03:56
Just Ate Out,Divination,14349379,99,125570,2024-11-15 03:03:56
Just Ate Out,Invention,80755238,120,122669,2024-11-15 03:03:56
Just Ate Out,Archaeology,106014216,120,74580,2024-11-15 03:03:56
Just Ate Out,Necromancy,51537324,112,65246,2024-11-15 03:03:56
Rideswamp845,Overall,169294991,2361,274439,2024-11-15 03:03:56
Rideswamp845,Attack,13226002,99,227964,2024-11-15 03:03:56
Rideswamp845,Defence,13123084,99,266986,2024-11-15 03:03:56
Rideswamp845,Strength,7228422,93,325547,2024-11-15 03:03:56
Rideswamp845,Constitution,13782332,99,289718,2024-11-15 03:03:56
Rideswamp845,Ranged,809378,70,520885,2024-11-15 03:03:56
Rideswamp845,Prayer,10871800,97,258490,2024-11-15 03:03:56
Rideswamp845,Magic,3677880,86,397591,2024-11-15 03:03:56
Rideswamp845,Cooking,305388,61,615834,2024-11-15 03:03:56
Rideswamp845,Woodcutting,772670,70,584285,2024-11-15 03:03:56
Rideswamp845,Fletching,236965,58,590560,2024-11-15 03:03:56
Rideswamp845,Fishing,321763,61,605792,2024-11-15 03:03:56
Rideswamp845,Firemaking,488291,65,545638,2024-11-15 03:03:56
Rideswamp845,Crafting,2791625,83,325887,2024-11-15 03:03:56
Rideswamp845,Smithing,14981631,100,136663,2024-11-15 03:03:56
Rideswamp845,Mining,2114893,80,367969,2024-11-15 03:03:56
Rideswamp845,Herblore,13070495,99,251895,2024-11-15 03:03:56
Rideswamp845,Agility,3891854,86,271310,2024-11-15 03:03:56
Rideswamp845,Thieving,712556,69,357960,2024-11-15 03:03:56
Rideswamp845,Slayer,16478690,101,175384,2024-11-15 03:03:56
Rideswamp845,Farming,687759,69,340581,2024-11-15 03:03:56
Rideswamp845,Runecrafting,453834,65,386881,2024-11-15 03:03:56
Rideswamp845,Hunter,409929,64,411984,2024-11-15 03:03:56
Rideswamp845,Construction,6780610,92,219526,2024-11-15 03:03:56
Rideswamp845,Summoning,1307797,75,345155,2024-11-15 03:03:56
Rideswamp845,Dungeoneering,3511487,85,280754,2024-11-15 03:03:56
Rideswamp845,Divination,2387374,81,292315,2024-11-15 03:03:56
Rideswamp845,Invention,5262227,62,249395,2024-11-15 03:03:56
Rideswamp845,Archaeology,4229962,87,198637,2024-11-15 03:03:56
Rideswamp845,Necromancy,25378293,105,91598,2024-11-15 03:03:56
Gunkillsword,Overall,192798609,2436,254308,2024-11-15 03:03:56
Gunkillsword,Attack,1528075,77,486531,2024-11-15 03:03:56
Gunkillsword,Defence,13609807,99,230904,2024-11-15 03:03:56
Gunkillsword,Strength,3061202,84,421248,2024-11-15 03:03:56
Gunkillsword,Constitution,15935208,101,265376,2024-11-15 03:03:56
Gunkillsword,Ranged,13048632,99,264611,2024-11-15 03:03:56
Gunkillsword,Prayer,13065840,99,239715,2024-11-15 03:03:56
Gunkillsword,Magic,13177122,99,270624,2024-11-15 03:03:56
Gunkillsword,Cooking,2509926,82,349136,2024-11-15 03:03:56
Gunkillsword,Woodcutting,1538765,77,478377,2024-11-15 03:03:56
Gunkillsword,Fletching,13049371,99,231019,2024-11-15 03:03:56
Gunkillsword,Fishing,5765685,90,265503,2024-11-15 03:03:56
Gunkillsword,Firemaking,13049084,99,251756,2024-11-15 03:03:56
Gunkillsword,Crafting,13055387,99,212747,2024-11-15 03:03:56
Gunkillsword,Smithing,1382375,76,438331,2024-11-15 03:03:56
Gunkillsword,Mining,1772630,78,388860,2024-11-15 03:03:56
Gunkillsword,Herblore,13063555,99,252720,2024-11-15 03:03:56
Gunkillsword,Agility,3318155,85,282906,2024-11-15 03:03:56
Gunkillsword,Thieving,870948,71,335840,2024-11-15 03:03:56
Gunkillsword,Slayer,2083034,80,353215,2024-11-15 03:03:56
Gunkillsword,Farming,1145667,74,306112,2024-11-15 03:03:56
Gunkillsword,Runecrafting,1634240,78,283775,2024-11-15 03:03:56
Gunkillsword,Hunter,865059,71,348010,2024-11-15 03:03:56
Gunkillsword,Construction,13366076,99,169906,2024-11-15 03:03:56
Gunkillsword,Summoning,13268514,99,182512,2024-11-15 03:03:56
Gunkillsword,Dungeoneering,13102886,99,195521,2024-11-15 03:03:56
Gunkillsword,Divination,764969,70,388804,2024-11-15 03:03:56
Gunkillsword,Invention,0,0,0,2024-11-15 03:03:56
Gunkillsword,Archaeology,857650,71,247148,2024-11-15 03:03:56
Gunkillsword,Necromancy,2908747,83,159972,2024-11-15 03:03:56
Chibbi,Overall,231586800,2466,246348,2024-11-15 03:03:56
Chibbi,Attack,5452773,90,337405,2024-11-15 03:03:56
Chibbi,Defence,3779306,86,383925,2024-11-15 03:03:56
Chibbi,Strength,5484542,90,356325,2024-11-15 03:03:56
Chibbi,Constitution,7341010,93,360896,2024-11-15 03:03:56
Chibbi,Ranged,10881539,97,276943,2024-11-15 03:03:56
Chibbi,Prayer,13850615,99,171305,2024-11-15 03:03:56
Chibbi,Magic,2876298,83,421897,2024-11-15 03:03:56
Chibbi,Cooking,13213278,99,209016,2024-11-15 03:03:56
Chibbi,Woodcutting,13074038,99,231152,2024-11-15 03:03:56
Chibbi,Fletching,13149860,99,204587,2024-11-15 03:03:56
Chibbi,Fishing,13149981,99,210325,2024-11-15 03:03:56
Chibbi,Firemaking,13581613,99,188706,2024-11-15 03:03:56
Chibbi,Crafting,13126358,99,202574,2024-11-15 03:03:56
Chibbi,Smithing,13503084,99,193649,2024-11-15 03:03:56
Chibbi,Mining,13943569,99,189982,2024-11-15 03:03:56
Chibbi,Herblore,14477441,100,194879,2024-11-15 03:03:56
Chibbi,Agility,13228001,99,191815,2024-11-15 03:03:56
Chibbi,Thieving,1086455,73,318666,2024-11-15 03:03:56
Chibbi,Slayer,4913310,89,288550,2024-11-15 03:03:56
Chibbi,Farming,2162568,80,271171,2024-11-15 03:03:56
Chibbi,Runecrafting,2169362,80,263009,2024-11-15 03:03:56
Chibbi,Hunter,4041182,87,239405,2024-11-15 03:03:56
Chibbi,Construction,15161596,100,116028,2024-11-15 03:03:56
Chibbi,Summoning,9053058,95,243435,2024-11-15 03:03:56
Chibbi,Dungeoneering,3356754,85,286024,2024-11-15 03:03:56
Chibbi,Divination,139493,53,445454,2024-11-15 03:03:56
Chibbi,Invention,0,0,0,2024-11-15 03:03:56
Chibbi,Archaeology,5389216,90,191822,2024-11-15 03:03:56
Chibbi,Necromancy,0,1,0,2024-11-15 03:03:56
Sorow91,Overall,773053184,2969,79740,2024-11-15 03:03:56
Sorow91,Attack,15935111,101,154627,2024-11-15 03:03:56
Sorow91,Defence,16824936,101,171177,2024-11-15 03:03:56
Sorow91,Strength,16541697,101,150017,2024-11-15 03:03:56
Sorow91,Constitution,25318478,105,188934,2024-11-15 03:03:56
Sorow91,Ranged,13637147,99,217712,2024-11-15 03:03:56
Sorow91,Prayer,16175977,101,101495,2024-11-15 03:03:56
Sorow91,Magic,14090513,99,220624,2024-11-15 03:03:56
Sorow91,Cooking,16073715,101,97685,2024-11-15 03:03:56
Sorow91,Woodcutting,20816863,103,73207,2024-11-15 03:03:56
Sorow91,Fletching,16826547,101,73035,2024-11-15 03:03:56
Sorow91,Fishing,21695576,104,103503,2024-11-15 03:03:56
Sorow91,Firemaking,20546171,103,81918,2024-11-15 03:03:56
Sorow91,Crafting,15002032,100,122924,2024-11-15 03:03:56
Sorow91,Smithing,19041049,102,88385,2024-11-15 03:03:56
Sorow91,Mining,20771241,103,111675,2024-11-15 03:03:56
Sorow91,Herblore,104564680,120,80491,2024-11-15 03:03:56
Sorow91,Agility,17499184,101,99710,2024-11-15 03:03:56
Sorow91,Thieving,14377443,99,139306,2024-11-15 03:03:56
Sorow91,Slayer,24780773,105,139530,2024-11-15 03:03:56
Sorow91,Farming,50382451,112,90575,2024-11-15 03:03:56
Sorow91,Runecrafting,16062163,101,76697,2024-11-15 03:03:56
Sorow91,Hunter,15788350,100,105788,2024-11-15 03:03:56
Sorow91,Construction,23805731,105,52578,2024-11-15 03:03:56
Sorow91,Summoning,14494888,100,107131,2024-11-15 03:03:56
Sorow91,Dungeoneering,63887191,115,87062,2024-11-15 03:03:56
Sorow91,Divination,16530289,101,90202,2024-11-15 03:03:56
Sorow91,Invention,87285479,122,96198,2024-11-15 03:03:56
Sorow91,Archaeology,25383387,105,120512,2024-11-15 03:03:56
Sorow91,Necromancy,28914122,107,86239,2024-11-15 03:03:56
Chowenoch,Overall,179868332,2463,247240,2024-11-15 03:03:56
Chowenoch,Attack,1951921,79,465985,2024-11-15 03:03:56
Chowenoch,Defence,1795581,78,474623,2024-11-15 03:03:56
Chowenoch,Strength,4819532,88,372538,2024-11-15 03:03:56
Chowenoch,Constitution,1898274,79,517047,2024-11-15 03:03:56
Chowenoch,Ranged,6754847,92,307074,2024-11-15 03:03:56
Chowenoch,Prayer,2145817,80,369393,2024-11-15 03:03:56
Chowenoch,Magic,11670475,97,301411,2024-11-15 03:03:56
Chowenoch,Cooking,9116418,95,261167,2024-11-15 03:03:56
Chowenoch,Woodcutting,7829408,93,265320,2024-11-15 03:03:56
Chowenoch,Fletching,13058792,99,227556,2024-11-15 03:03:56
Chowenoch,Fishing,3058148,84,312744,2024-11-15 03:03:56
Chowenoch,Firemaking,13036230,99,258958,2024-11-15 03:03:56
Chowenoch,Crafting,13035434,99,219147,2024-11-15 03:03:56
Chowenoch,Smithing,3705104,86,314304,2024-11-15 03:03:56
Chowenoch,Mining,3649812,86,308813,2024-11-15 03:03:56
Chowenoch,Herblore,10565798,96,269906,2024-11-15 03:03:56
Chowenoch,Agility,5866245,90,246481,2024-11-15 03:03:56
Chowenoch,Thieving,11883732,98,205120,2024-11-15 03:03:56
Chowenoch,Slayer,1287385,75,385787,2024-11-15 03:03:56
Chowenoch,Farming,13139410,99,195086,2024-11-15 03:03:56
Chowenoch,Runecrafting,1242130,75,301887,2024-11-15 03:03:56
Chowenoch,Hunter,13081415,99,188834,2024-11-15 03:03:56
Chowenoch,Construction,13094684,99,188596,2024-11-15 03:03:56
Chowenoch,Summoning,2323779,81,301443,2024-11-15 03:03:56
Chowenoch,Dungeoneering,6989241,92,228350,2024-11-15 03:03:56
Chowenoch,Divination,2055648,80,334685,2024-11-15 03:03:56
Chowenoch,Invention,406413,33,308236,2024-11-15 03:03:56
Chowenoch,Archaeology,162768,54,302560,2024-11-15 03:03:56
Chowenoch,Necromancy,243891,58,213135,2024-11-15 03:03:56
Baileyz,Overall,45899306,2116,342883,2024-11-15 03:03:57
Baileyz,Attack,2093907,80,440060,2024-11-15 03:03:57
Baileyz,Defence,2039734,80,452180,2024-11-15 03:03:57
Baileyz,Strength,2542414,82,441279,2024-11-15 03:03:57
Baileyz,Constitution,1930128,79,515105,2024-11-15 03:03:57
Baileyz,Ranged,1986075,80,427533,2024-11-15 03:03:57
Baileyz,Prayer,1312330,75,401460,2024-11-15 03:03:57
Baileyz,Magic,1540636,77,486116,2024-11-15 03:03:57
Baileyz,Cooking,2904047,83,335048,2024-11-15 03:03:57
Baileyz,Woodcutting,3459293,85,347352,2024-11-15 03:03:57
Baileyz,Fletching,1248709,75,433646,2024-11-15 03:03:57
Baileyz,Fishing,2230290,81,345981,2024-11-15 03:03:57
Baileyz,Firemaking,2146565,80,382467,2024-11-15 03:03:57
Baileyz,Crafting,1529642,77,418644,2024-11-15 03:03:57
Baileyz,Smithing,2511959,82,354287,2024-11-15 03:03:57
Baileyz,Mining,2423581,82,349779,2024-11-15 03:03:57
Baileyz,Herblore,650809,68,417954,2024-11-15 03:03:57
Baileyz,Agility,3267184,85,284249,2024-11-15 03:03:57
Baileyz,Thieving,2051378,80,276272,2024-11-15 03:03:57
Baileyz,Slayer,1279723,75,386239,2024-11-15 03:03:57
Baileyz,Farming,447898,64,369688,2024-11-15 03:03:57
Baileyz,Runecrafting,209965,57,467642,2024-11-15 03:03:57
Baileyz,Hunter,1261417,75,319776,2024-11-15 03:03:57
Baileyz,Construction,1049122,73,371409,2024-11-15 03:03:57
Baileyz,Summoning,874599,71,371717,2024-11-15 03:03:57
